,Page Views,Session Duration,Bounce Rate,Traffic Source,Time on Page,Previous Visits,Conversion Rate,Time Spent Per Page,Session Duration Per Visit,Traffic Source Code,Session Length to Page Views Ratio,Frequent Visitor,First-time User,High Converting User
334,5,10.38416238617068,0.3143351721736627,Social,5.946264438046479,1,1.0,1.1892528876092958,5.19208119308534,,2.0768324772341358,False,False,True
335,2,4.432727049808145,0.2859854496154639,Paid,2.338076626417194,0,1.0,1.169038313208597,4.432727049808145,,2.2163635249040725,False,True,True
336,5,6.85509595729328,0.4603882163410085,Organic,1.5660160302604174,1,1.0,0.31320320605208346,3.42754797864664,4.0,1.371019191458656,False,False,True
337,3,1.218112633897147,0.1332415153910693,Social,3.832732638162167,0,1.0,1.2775775460540557,1.218112633897147,,0.40603754463238234,False,True,True
338,3,14.499403683442331,0.0727433588742951,Organic,2.818959229177588,5,1.0,0.9396530763925294,2.4165672805737217,4.0,4.833134561147443,True,False,True
339,3,0.3255391592723407,0.2774105507166076,Organic,5.038873368344376,2,1.0,1.679624456114792,0.10851305309078023,4.0,0.10851305309078023,False,False,True
340,6,0.1632827277166131,0.2531457247444864,Paid,1.0692235398906549,2,0.7642583997937071,0.17820392331510915,0.0544275759055377,,0.02721378795276885,False,False,False
341,6,5.8055587367515065,0.1226547772633516,Social,3.923794410259726,2,1.0,0.6539657350432877,1.9351862455838356,,0.9675931227919178,False,False,True
342,4,7.862792385881892,0.4231294070822874,Organic,8.053915465849688,0,1.0,2.013478866462422,7.862792385881892,4.0,1.965698096470473,False,True,True
343,5,0.2848624094879357,0.1909410187474101,Paid,4.039796443679012,1,0.908741341710585,0.8079592887358024,0.14243120474396784,,0.056972481897587135,False,False,True
344,5,0.3611768756871473,0.1682224883725448,Paid,1.7155526356151485,0,0.7984590215370212,0.3431105271230297,0.3611768756871473,,0.07223537513742946,False,True,False
345,7,0.1012107025223856,0.3393338997816287,Direct,0.2573396805434981,2,0.9871748479133016,0.036762811506214015,0.033736900840795205,1.0,0.01445867178891223,False,False,True
346,5,0.3311445080376064,0.1830555255406189,Organic,1.4280343275595828,5,1.0,0.28560686551191655,0.05519075133960107,4.0,0.06622890160752129,True,False,True
347,3,0.7049645818617328,0.0367515945571755,Organic,2.568988402461288,1,1.0,0.8563294674870959,0.3524822909308664,4.0,0.23498819395391093,False,False,True
348,4,10.52734538374645,0.3101236408603713,Paid,0.6405326106217203,1,1.0,0.16013315265543007,5.263672691873225,,2.6318363459366125,False,False,True
349,7,3.306598143954675,0.1621005788360801,Organic,3.0438957881737942,3,1.0,0.43484225545339916,0.8266495359886687,4.0,0.47237116342209645,False,False,True
350,5,4.522716333048679,0.285004849875913,Referral,2.530810378784813,1,1.0,0.5061620757569626,2.2613581665243396,2.0,0.9045432666097358,False,False,True
351,7,4.49019527630489,0.2022527709202408,Referral,1.1150489202186695,1,1.0,0.15929270288838135,2.245097638152445,2.0,0.6414564680435557,False,False,True
352,8,2.2976294629472607,0.2316862286750964,Social,4.678400742483303,1,1.0,0.5848000928104129,1.1488147314736303,,0.2872036828684076,False,False,True
353,7,4.790882888610091,0.1689284474640936,Social,5.452857023652823,2,1.0,0.7789795748075461,1.5969609628700303,,0.684411841230013,False,False,True
354,5,2.717592328471457,0.3959023583160074,Direct,9.591394006408995,3,1.0,1.918278801281799,0.6793980821178642,1.0,0.5435184656942914,False,False,True
355,8,1.133022086781241,0.0451967673148841,Paid,2.636885612239579,2,1.0,0.32961070152994737,0.37767402892708035,,0.14162776084765513,False,False,True
356,4,2.470520143820889,0.1146951749061965,Direct,0.9987828253714808,2,1.0,0.2496957063428702,0.823506714606963,1.0,0.6176300359552223,False,False,True
357,6,2.287546992891484,0.1789982336708916,Organic,1.1950857686085898,3,1.0,0.19918096143476496,0.571886748222871,4.0,0.38125783214858067,False,False,True
358,8,5.202505360829703,0.294336279134576,Referral,7.352477027751577,2,1.0,0.9190596284689472,1.7341684536099011,2.0,0.6503131701037129,False,False,True
359,6,12.007027844584762,0.135369820241413,Paid,3.4612228227838804,2,1.0,0.5768704704639801,4.002342614861587,,2.0011713074307935,False,False,True
360,3,1.5882040956302657,0.2742866057166289,Social,2.8200985438957917,4,1.0,0.9400328479652639,0.31764081912605313,,0.5294013652100885,True,False,True
361,8,4.324034790745252,0.239181100334326,Paid,6.479232666397556,1,1.0,0.8099040832996945,2.162017395372626,,0.5405043488431565,False,False,True
362,4,0.31529166442879,0.437149309468624,Social,1.8193720529076576,3,1.0,0.4548430132269144,0.0788229161071975,,0.0788229161071975,False,False,True
363,7,4.4994828074261655,0.3895054876639024,Direct,8.413692091491745,4,1.0,1.2019560130702494,0.8998965614852331,1.0,0.6427832582037379,True,False,True
364,2,1.3928611776043625,0.4378737950188581,Referral,2.046124359713936,2,0.5970299989585351,1.023062179856968,0.46428705920145413,2.0,0.6964305888021812,False,False,False
365,10,0.1205608476429188,0.1053320829502978,Social,6.033490865264901,3,1.0,0.6033490865264901,0.0301402119107297,,0.01205608476429188,False,False,True
366,6,1.3541164910032564,0.1238744785545814,Organic,3.343995627802558,2,1.0,0.5573326046337597,0.4513721636677521,4.0,0.22568608183387606,False,False,True
367,4,2.8297739361641376,0.3327155099114803,Organic,3.644371364626043,2,1.0,0.9110928411565108,0.9432579787213792,4.0,0.7074434840410344,False,False,True
368,5,0.3809449564370082,0.0756701280870172,Direct,2.617799748495261,3,1.0,0.5235599496990522,0.09523623910925205,1.0,0.07618899128740164,False,False,True
369,6,7.73242766844715,0.1299646681635165,Referral,8.339263499883572,3,1.0,1.3898772499805954,1.9331069171117874,2.0,1.2887379447411915,False,False,True
370,4,0.2425644551753139,0.1819848038923347,Paid,1.5861142681922045,4,1.0,0.3965285670480511,0.048512891035062775,,0.06064111379382847,True,False,True
371,5,7.978068117472511,0.1605017394723543,Organic,6.762421623744959,2,1.0,1.3524843247489917,2.6593560391575037,4.0,1.5956136234945022,False,False,True
372,6,3.684156373896203,0.4655185845686506,Organic,1.3203828104529791,1,1.0,0.2200638017421632,1.8420781869481015,4.0,0.6140260623160338,False,False,True
373,3,1.2001442097300272,0.3130536717065901,Organic,0.4874033291173127,3,1.0,0.16246777637243756,0.3000360524325068,4.0,0.4000480699100091,False,False,True
374,7,1.486581471580776,0.1177197561595477,Paid,4.575833141950898,1,1.0,0.6536904488501284,0.743290735790388,,0.21236878165439657,False,False,True
375,7,4.0505743335805615,0.6028718362754756,Organic,2.986751160793556,1,1.0,0.4266787372562223,2.0252871667902808,4.0,0.5786534762257945,False,False,True
376,8,2.7599257909058035,0.3131514333338351,Organic,3.2248411019415157,1,1.0,0.40310513774268947,1.3799628954529017,4.0,0.34499072386322543,False,False,True
377,4,3.3409608259540917,0.0999755185269968,Paid,0.823106748207624,3,1.0,0.205776687051906,0.8352402064885229,,0.8352402064885229,False,False,True
378,7,1.4787833327200446,0.1273974769321576,Paid,2.988936200368541,2,1.0,0.42699088576693445,0.4929277775733482,,0.21125476181714922,False,False,True
379,3,2.007199280810417,0.4761432006069411,Organic,1.905431033921105,1,1.0,0.6351436779737016,1.0035996404052085,4.0,0.6690664269368057,False,False,True
380,4,13.77601687237683,0.3063825323900846,Paid,11.029585909501048,0,1.0,2.757396477375262,13.77601687237683,,3.4440042180942076,False,True,True
381,4,0.7221010866961798,0.2560002050130479,Direct,5.069309677208232,0,1.0,1.267327419302058,0.7221010866961798,1.0,0.18052527167404495,False,True,True
382,0,1.6231132787393037,0.1707050036644442,Paid,3.401470318260149,2,0.9961858611890738,inf,0.5410377595797679,,inf,False,False,True
383,1,1.0351844442060296,0.4343595432051484,Social,6.1680150503490445,1,0.9801899118138098,6.1680150503490445,0.5175922221030148,,1.0351844442060296,False,False,True
384,1,4.345933169893995,0.0453771826578182,Direct,2.4527599664186748,2,0.9983690677983392,2.4527599664186748,1.448644389964665,1.0,4.345933169893995,False,False,True
385,7,4.331930921913569,0.0965525400283701,Organic,3.526393150122966,2,1.0,0.5037704500175666,1.4439769739711898,4.0,0.6188472745590813,False,False,True
386,5,1.0378216965189395,0.1456748598529645,Organic,2.386727731353479,1,1.0,0.4773455462706958,0.5189108482594698,4.0,0.2075643393037879,False,False,True
387,5,0.2546818971172525,0.1029448396414821,Paid,1.9803684206045544,5,1.0,0.3960736841209109,0.04244698285287541,,0.050936379423450494,True,False,True
388,8,0.0344955964123625,0.3241181361409992,Paid,4.024737292298453,0,1.0,0.5030921615373066,0.0344955964123625,,0.004311949551545313,False,True,True
389,3,1.672968427409413,0.4600782826569528,Paid,6.141878722408714,4,1.0,2.0472929074695716,0.3345936854818826,,0.5576561424698043,True,False,True
390,5,1.5846152989114612,0.6031652644817828,Organic,3.1345557494421143,3,1.0,0.6269111498884229,0.3961538247278653,4.0,0.31692305978229224,False,False,True
391,3,13.367634090772366,0.0985015280358337,Referral,1.5418555977769666,3,1.0,0.5139518659256556,3.3419085226930916,2.0,4.455878030257455,False,False,True
392,5,1.9035147002047743,0.3093966482040614,Organic,2.687957087001047,0,1.0,0.5375914174002094,1.9035147002047743,4.0,0.38070294004095484,False,True,True
393,1,0.8888301810330599,0.2489124285740233,Direct,1.9343962563521704,5,1.0,1.9343962563521704,0.14813836350551,1.0,0.8888301810330599,True,False,True
394,7,6.655543736682467,0.3086545534403646,Organic,2.4096010364359475,2,1.0,0.34422871949084966,2.2185145788941556,4.0,0.9507919623832095,False,False,True
395,2,2.026322303146503,0.4059083928959742,Direct,2.04641388300386,0,0.7753365828896167,1.02320694150193,2.026322303146503,1.0,1.0131611515732515,False,True,False
396,4,2.7426958219991198,0.2077765614826868,Organic,5.136301194274476,1,1.0,1.284075298568619,1.3713479109995599,4.0,0.6856739554997799,False,False,True
397,6,0.3016785448761561,0.5662792562154779,Organic,12.801470146617769,4,1.0,2.133578357769628,0.06033570897523122,4.0,0.050279757479359345,True,False,True
398,7,1.4482523454179257,0.4707754406778974,Organic,2.3323910421737364,2,1.0,0.33319872031053377,0.48275078180597525,4.0,0.2068931922025608,False,False,True
399,9,8.659217320044633,0.2840508663778334,Direct,3.384335095103189,5,1.0,0.3760372327892432,1.4432028866741053,1.0,0.9621352577827369,True,False,True
400,4,2.6711773989466887,0.3399508101650585,Organic,2.0624809639885,5,1.0,0.515620240997125,0.44519623315778145,4.0,0.6677943497366722,True,False,True
401,1,1.2670794177016775,0.081871013906894,Referral,1.7507786605860711,2,1.0,1.7507786605860711,0.42235980590055916,2.0,1.2670794177016775,False,False,True
402,4,2.9478299577803915,0.082488904060989,Social,2.067491131756213,2,1.0,0.5168727829390533,0.9826099859267972,,0.7369574894450979,False,False,True
403,6,7.237571202821995,0.0922152136569237,Referral,0.3140387410279162,2,1.0,0.052339790171319366,2.4125237342739982,2.0,1.2062618671369991,False,False,True
404,3,0.960576951701103,0.2937784909590267,Organic,5.072772622334661,3,1.0,1.690924207444887,0.24014423792527576,4.0,0.320192317233701,False,False,True
405,4,2.110300017323052,0.3757287494467117,Direct,0.934272680448544,2,1.0,0.233568170112136,0.703433339107684,1.0,0.527575004330763,False,False,True
406,2,9.559999521241156,0.0672997252262737,Social,4.440053675378256,0,1.0,2.220026837689128,9.559999521241156,,4.779999760620578,False,True,True
407,6,0.5676620190547181,0.2250336777755829,Paid,3.207502056292999,1,1.0,0.5345836760488332,0.28383100952735907,,0.0946103365091197,False,False,True
408,8,3.8152983894896986,0.0855751778280232,Paid,2.916137219951269,2,1.0,0.36451715249390865,1.2717661298298994,,0.4769122986862123,False,False,True
409,7,2.8594944654910126,0.2740697457973324,Direct,5.223592210881916,2,1.0,0.7462274586974166,0.9531648218303376,1.0,0.4084992093558589,False,False,True
410,2,3.415258748955808,0.2089259010041411,Direct,4.223186086705083,1,1.0,2.1115930433525416,1.707629374477904,1.0,1.707629374477904,False,False,True
411,6,1.2979831005737377,0.3182436948974586,Paid,4.998269233910891,5,1.0,0.8330448723184819,0.21633051676228962,,0.21633051676228962,True,False,True
412,9,1.1301054789350649,0.3345742133853315,Social,4.90940758478211,0,1.0,0.5454897316424566,1.1301054789350649,,0.12556727543722943,False,True,True
413,3,3.4580304004156903,0.3719052772827457,Organic,4.8804861147238165,2,1.0,1.6268287049079388,1.1526768001385634,4.0,1.1526768001385634,False,False,True
414,8,0.7282916512062156,0.1988793923398313,Organic,3.700110175051744,1,1.0,0.462513771881468,0.3641458256031078,4.0,0.09103645640077696,False,False,True
415,7,1.6323962551758262,0.4308168270134457,Organic,8.95568160786013,2,1.0,1.2793830868371614,0.5441320850586088,4.0,0.23319946502511804,False,False,True
416,6,0.625410129899181,0.106303735777222,Organic,3.632154921831996,1,1.0,0.605359153638666,0.3127050649495905,4.0,0.1042350216498635,False,False,True
417,10,0.0250185553287675,0.2128064180914393,Referral,11.82438277958215,3,1.0,1.182438277958215,0.006254638832191875,2.0,0.00250185553287675,False,False,True
418,5,10.52541518639,0.2041292479025737,Paid,1.8003871401615588,3,1.0,0.36007742803231174,2.6313537965975,,2.105083037278,False,False,True
419,5,1.6953332161136847,0.2494128338636114,Organic,1.196587250958805,0,1.0,0.23931745019176098,1.6953332161136847,4.0,0.33906664322273694,False,True,True
420,5,10.455330109726397,0.161992306838915,Paid,5.251469915797005,1,1.0,1.050293983159401,5.227665054863198,,2.0910660219452795,False,False,True
421,5,0.4535974388602357,0.7844827138973924,Organic,0.3271985606525617,1,0.468486126650549,0.06543971213051233,0.22679871943011784,4.0,0.09071948777204714,False,False,False
422,4,2.655588499369366,0.2160798320778391,Direct,5.60620716037553,2,1.0,1.4015517900938825,0.8851961664564554,1.0,0.6638971248423415,False,False,True
423,10,0.6730855023254076,0.0806638103524436,Social,0.7367129683311955,7,1.0,0.07367129683311954,0.08413568779067596,,0.06730855023254076,True,False,True
424,3,4.683002388354396,0.1540998715062294,Organic,2.961305553152313,2,1.0,0.9871018510507711,1.561000796118132,4.0,1.561000796118132,False,False,True
425,2,4.593308291351262,0.1479407692329754,Direct,5.585758823056167,3,1.0,2.7928794115280837,1.1483270728378154,1.0,2.296654145675631,False,False,True
426,6,0.3584024886992348,0.2419047392582499,Organic,0.8281453158659307,3,0.7192860007068702,0.13802421931098843,0.0896006221748087,4.0,0.059733748116539136,False,False,False
427,4,7.293453455711033,0.2045832968086059,Referral,2.714623465099136,1,1.0,0.678655866274784,3.6467267278555164,2.0,1.8233633639277582,False,False,True
428,4,0.649359125325723,0.1525128956384585,Direct,5.925250856293372,0,1.0,1.481312714073343,0.649359125325723,1.0,0.16233978133143076,False,True,True
429,8,2.8478161164047133,0.5647126596124842,Organic,0.3658106051060644,1,0.9827260673338892,0.04572632563825805,1.4239080582023567,4.0,0.35597701455058917,False,False,True
430,5,12.728593591322165,0.1571369825326466,Referral,3.745821534697466,1,1.0,0.7491643069394932,6.364296795661082,2.0,2.5457187182644327,False,False,True
431,4,6.421310333037948,0.3259950246349965,Organic,2.062483745738223,1,1.0,0.5156209364345558,3.210655166518974,4.0,1.605327583259487,False,False,True
432,7,9.409395131811246,0.295559121509601,Organic,7.440879057941127,1,1.0,1.0629827225630182,4.704697565905623,4.0,1.3441993045444638,False,False,True
433,4,1.2583822457991076,0.3201326288744315,Paid,2.353237919526555,5,1.0,0.5883094798816387,0.20973037429985128,,0.3145955614497769,True,False,True
434,2,0.3347248298930563,0.2221334571924738,Direct,12.964316428643093,5,1.0,6.482158214321546,0.055787471648842714,1.0,0.16736241494652815,True,False,True
435,2,0.6260466418304328,0.2295112723268575,Paid,3.3773215048570235,2,1.0,1.6886607524285118,0.2086822139434776,,0.3130233209152164,False,False,True
436,3,2.0824123826367424,0.4690825474106663,Direct,3.0698374492267906,3,1.0,1.0232791497422635,0.5206030956591856,1.0,0.6941374608789141,False,False,True
437,3,4.728439975819984,0.1787084118296507,Direct,1.9256246943869584,3,1.0,0.6418748981289861,1.182109993954996,1.0,1.5761466586066613,False,False,True
438,8,0.4880991110994871,0.2854697414140995,Organic,2.431642732944541,2,1.0,0.30395534161806764,0.16269970369982903,4.0,0.06101238888743589,False,False,True
439,6,3.234061085858742,0.2862312219219106,Paid,5.340246996221739,0,1.0,0.8900411660369566,3.234061085858742,,0.539010180976457,False,True,True
440,0,1.1728126559364471,0.3477844405127324,Referral,2.599769343630445,2,0.9328302690872944,inf,0.3909375519788157,2.0,inf,False,False,True
441,8,1.2520152791735375,0.5478379849543062,Paid,1.856067682019096,2,1.0,0.232008460252387,0.4173384263911792,,0.1565019098966922,False,False,True
442,5,3.253398033650785,0.1189521182653231,Organic,0.9147318783517078,2,1.0,0.18294637567034155,1.0844660112169284,4.0,0.650679606730157,False,False,True
443,4,1.8876982972830405,0.3169728939045603,Direct,2.2264690835975665,2,1.0,0.5566172708993916,0.6292327657610135,1.0,0.4719245743207601,False,False,True
444,5,5.014471267195112,0.2855954604616594,Social,5.131792938932833,3,1.0,1.0263585877865666,1.253617816798778,,1.0028942534390224,False,False,True
445,7,0.5085187095446406,0.5395357244577708,Paid,1.8291285780657047,2,1.0,0.26130408258081494,0.1695062365148802,,0.07264552993494866,False,False,True
446,6,4.681204332472024,0.3379518217623306,Referral,16.322901464160363,3,1.0,2.7204835773600604,1.170301083118006,2.0,0.7802007220786707,False,False,True
447,3,0.1991735024662685,0.2784461492488703,Organic,8.343286106908232,1,1.0,2.7810953689694107,0.09958675123313425,4.0,0.06639116748875616,False,False,True
448,4,0.6472151629498659,0.414254367753793,Paid,0.3588379722667402,2,0.926050249092337,0.08970949306668505,0.21573838764995532,,0.16180379073746648,False,False,True
449,2,3.2026467987657923,0.203828620888472,Direct,2.5322685910992777,5,1.0,1.2661342955496389,0.5337744664609654,1.0,1.6013233993828961,True,False,True
450,4,5.791526862712742,0.3049213323119791,Social,2.143944168154482,0,1.0,0.5359860420386205,5.791526862712742,,1.4478817156781856,False,True,True
451,1,0.8737839217893425,0.2199334956546206,Organic,0.5560331412113799,1,0.8019253047390762,0.5560331412113799,0.43689196089467125,4.0,0.8737839217893425,False,False,False
452,9,1.188884081784453,0.495141085843284,Paid,2.21091853938258,3,1.0,0.2456576154869533,0.29722102044611326,,0.13209823130938367,False,False,True
453,3,2.3108671630340094,0.1048068731710914,Referral,2.199760346490067,1,1.0,0.7332534488300223,1.1554335815170047,2.0,0.7702890543446698,False,False,True
454,1,0.7131456368271204,0.3613120175537935,Organic,5.51753641184037,2,0.8200189946240706,5.51753641184037,0.2377152122757068,4.0,0.7131456368271204,False,False,False
455,5,5.000506160341764,0.5059230232375183,Organic,6.461177333457652,3,1.0,1.2922354666915303,1.250126540085441,4.0,1.0001012320683529,False,False,True
456,4,4.456841415959591,0.2580807113119288,Paid,5.62657812632633,1,1.0,1.4066445315815825,2.2284207079797955,,1.1142103539898978,False,False,True
457,6,0.4709851555423437,0.3816994747458248,Referral,8.16684513504776,2,1.0,1.3611408558412934,0.15699505184744791,2.0,0.07849752592372396,False,False,True
458,5,1.8699105115044528,0.0476196670783791,Organic,3.335884108685412,5,1.0,0.6671768217370824,0.3116517519174088,4.0,0.3739821023008906,True,False,True
459,8,4.472669064222788,0.4147729478562761,Organic,3.3284517195041614,3,1.0,0.4160564649380202,1.118167266055697,4.0,0.5590836330278485,False,False,True
460,5,1.2344323280360443,0.4588638659430413,Organic,5.268935816217636,1,1.0,1.0537871632435272,0.6172161640180222,4.0,0.24688646560720887,False,False,True
461,7,3.0080536301167387,0.246035079264893,Organic,2.229985485336499,3,1.0,0.3185693550480713,0.7520134075291847,4.0,0.4297219471595341,False,False,True
462,4,0.1545529737946816,0.2619068257737723,Paid,3.861278059771098,4,1.0,0.9653195149427745,0.030910594758936323,,0.0386382434486704,True,False,True
463,1,2.8147560803021627,0.2878949379677275,Organic,3.721134081583252,3,1.0,3.721134081583252,0.7036890200755407,4.0,2.8147560803021627,False,False,True
464,5,0.4969348901888887,0.1501311390303111,Organic,4.296920724399222,2,1.0,0.8593841448798443,0.16564496339629622,4.0,0.09938697803777774,False,False,True
465,4,5.326182199886885,0.1433344568279515,Social,6.733017066511657,4,1.0,1.6832542666279142,1.065236439977377,,1.3315455499717213,True,False,True
466,3,1.3176061435636948,0.4523232369352177,Organic,1.634691010695549,3,0.8686930891337904,0.544897003565183,0.3294015358909237,4.0,0.4392020478545649,False,False,False
467,2,0.9919936253880048,0.2097294801128673,Paid,1.6818047848273363,0,0.8600901293631172,0.8409023924136682,0.9919936253880048,,0.4959968126940024,False,True,False
468,12,5.514459182266725,0.2795162038286322,Direct,12.083495274612062,2,1.0,1.006957939551005,1.838153060755575,1.0,0.45953826518889374,False,False,True
469,5,0.1543347273419002,0.0202092252132197,Referral,1.635528334922188,1,1.0,0.3271056669844376,0.0771673636709501,2.0,0.030866945468380043,False,False,True
470,10,1.5155686058525966,0.2020205093701792,Referral,2.32471347104781,3,1.0,0.232471347104781,0.37889215146314914,2.0,0.15155686058525966,False,False,True
471,6,1.386123238718154,0.0432573530151278,Paid,4.610230193561064,1,1.0,0.768371698926844,0.693061619359077,,0.23102053978635897,False,False,True
472,1,1.0055807352076287,0.1997875642168453,Organic,0.4319418185812458,1,0.5118619124438208,0.4319418185812458,0.5027903676038143,4.0,1.0055807352076287,False,False,False
473,6,7.282892016627036,0.2030255384627457,Referral,2.0630631872177685,1,1.0,0.34384386453629473,3.641446008313518,2.0,1.213815336104506,False,False,True
474,2,4.17004454286446,0.2839999883276237,Referral,1.1641718333373097,0,0.9729784119839592,0.5820859166686548,4.17004454286446,2.0,2.08502227143223,False,True,True
475,4,0.1981731490055395,0.1627385033704271,Organic,0.8875926436248268,0,0.7130979676941188,0.2218981609062067,0.1981731490055395,4.0,0.04954328725138488,False,True,False
476,5,3.762510092897937,0.5560661362585096,Paid,6.638986577006305,2,1.0,1.327797315401261,1.2541700309659791,,0.7525020185795874,False,False,True
477,8,2.2478775219384444,0.1474134250558769,Direct,5.649883601892057,3,1.0,0.7062354502365071,0.5619693804846111,1.0,0.28098469024230555,False,False,True
478,4,6.933905755151785,0.1301053644429231,Organic,1.4062526233431154,1,1.0,0.35156315583577885,3.4669528775758924,4.0,1.7334764387879462,False,False,True
479,2,1.1260254908501035,0.4661921048813842,Paid,6.854873677809125,3,1.0,3.4274368389045624,0.2815063727125259,,0.5630127454250518,False,False,True
480,1,2.561088857434516,0.2835080882004394,Paid,7.175534730789437,3,1.0,7.175534730789437,0.640272214358629,,2.561088857434516,False,False,True
481,8,2.083976616215979,0.7427343676647191,Social,8.168886875883022,1,1.0,1.0211108594853777,1.0419883081079895,,0.26049707702699737,False,False,True
482,8,2.01745186650932,0.1713545747406588,Social,7.289645091970599,3,1.0,0.9112056364963249,0.50436296662733,,0.252181483313665,False,False,True
483,4,1.826999400031505,0.1560354154544281,Social,3.9317844808561193,1,1.0,0.9829461202140298,0.9134997000157525,,0.45674985000787627,False,False,True
484,1,0.6906158132517364,0.0483280372632929,Organic,2.280971104282326,2,0.9998104722288236,2.280971104282326,0.23020527108391212,4.0,0.6906158132517364,False,False,True
485,9,4.228196752674004,0.2239367671304641,Organic,5.614024144372839,3,1.0,0.623780460485871,1.057049188168501,4.0,0.46979963918600043,False,False,True
486,4,1.8008073190898544,0.2725932921829488,Organic,2.4415588985258982,1,1.0,0.6103897246314746,0.9004036595449272,4.0,0.4502018297724636,False,False,True
487,2,9.547362292203726,0.0581616539944044,Referral,4.070258709642832,6,1.0,2.035129354821416,1.3639088988862464,2.0,4.773681146101863,True,False,True
488,4,0.9065944774283284,0.3097016794624646,Referral,2.1991246766445967,5,1.0,0.5497811691611492,0.15109907957138807,2.0,0.2266486193570821,True,False,True
489,3,3.4441372636106884,0.1815691993797054,Direct,3.0667325165421184,2,1.0,1.022244172180706,1.148045754536896,1.0,1.148045754536896,False,False,True
490,8,8.476302106080093,0.2118023972984949,Paid,1.1218538335607893,1,1.0,0.14023172919509866,4.238151053040046,,1.0595377632600116,False,False,True
491,9,3.267099849693404,0.2468698250968819,Referral,5.358929093955682,1,1.0,0.5954365659950758,1.633549924846702,2.0,0.3630110944103782,False,False,True
492,4,6.150182035531229,0.2768032840539835,Paid,4.25595591167178,1,1.0,1.063988977917945,3.0750910177656143,,1.5375455088828072,False,False,True
493,4,5.271743011145087,0.1137556889177729,Organic,0.7922270466769912,0,1.0,0.1980567616692478,5.271743011145087,4.0,1.3179357527862718,False,True,True
494,5,1.3394131499918038,0.1930199682499604,Paid,2.456323634864829,2,1.0,0.4912647269729658,0.44647104999726794,,0.26788262999836077,False,False,True
495,11,2.749801889208837,0.2820869467769443,Paid,6.102849997976066,1,1.0,0.5548045452705515,1.3749009446044185,,0.24998198992807608,False,False,True
496,8,0.5097374299864006,0.3782957271670144,Direct,1.410717462086181,1,0.9002918060377241,0.17633968276077264,0.2548687149932003,1.0,0.06371717874830007,False,False,True
497,6,2.300548331722337,0.2989155713999021,Organic,1.4511579982676948,3,0.9899460035355084,0.24185966637794912,0.5751370829305843,4.0,0.38342472195372285,False,False,True
498,2,0.7857387890789805,0.2281477022743608,Direct,2.682372421623136,1,1.0,1.341186210811568,0.39286939453949027,1.0,0.39286939453949027,False,False,True
499,8,4.084650888027324,0.1316224178036897,Paid,1.841087133474648,4,1.0,0.230135891684331,0.8169301776054647,,0.5105813610034154,True,False,True
500,7,2.2527002287576274,0.5842600215963816,Organic,9.13028532789846,2,1.0,1.3043264754140655,0.7509000762525425,4.0,0.32181431839394675,False,False,True
501,6,1.589145553524472,0.6709302615292949,Organic,1.834258587268012,1,1.0,0.30570976454466864,0.794572776762236,4.0,0.2648575922540787,False,False,True
502,5,0.9391928625744989,0.1193121587417355,Organic,2.0654248898696914,0,0.8513759852955756,0.4130849779739383,0.9391928625744989,4.0,0.18783857251489977,False,True,False
503,3,19.932671644454164,0.2504335785475571,Paid,0.1883091063595018,2,1.0,0.06276970211983393,6.644223881484721,,6.644223881484721,False,False,True
504,5,0.2232349684113499,0.668761499542735,Organic,2.605130186347594,0,0.9253040675326244,0.5210260372695188,0.2232349684113499,4.0,0.04464699368226998,False,True,True
505,3,0.133613797008978,0.1885022096221665,Paid,5.557134103755436,2,1.0,1.8523780345851453,0.044537932336326,,0.044537932336326,False,False,True
506,3,0.7348541198995853,0.3527275866457332,Direct,5.21866899447552,1,1.0,1.7395563314918399,0.36742705994979263,1.0,0.24495137329986175,False,False,True
507,7,10.62888344703717,0.335824663025377,Referral,5.404504098887586,0,1.0,0.772072014126798,10.62888344703717,2.0,1.51841192100531,False,True,True
508,4,11.623916980085916,0.3189075701299525,Social,4.93517043826098,1,1.0,1.233792609565245,5.811958490042958,,2.905979245021479,False,False,True
509,4,3.192004258370389,0.571462120666653,Organic,10.283723826334375,1,1.0,2.570930956583594,1.5960021291851945,4.0,0.7980010645925972,False,False,True
510,6,6.363458474660382,0.2764307475143691,Paid,3.99512568618681,2,1.0,0.665854281031135,2.121152824886794,,1.060576412443397,False,False,True
511,6,0.7222493977213835,0.2339367907638836,Organic,2.026807168101892,2,1.0,0.3378011946836487,0.24074979924046117,4.0,0.12037489962023058,False,False,True
512,3,10.731165790327411,0.2927840596995822,Social,2.152462892897565,0,1.0,0.717487630965855,10.731165790327411,,3.5770552634424706,False,True,True
513,4,0.4621990256398852,0.2339065019873119,Organic,2.5192943555469047,1,1.0,0.6298235888867262,0.2310995128199426,4.0,0.1155497564099713,False,False,True
514,6,0.3198345207357684,0.4014360576913124,Paid,1.6784727296903073,4,1.0,0.27974545494838454,0.06396690414715368,,0.0533057534559614,True,False,True
515,6,0.3570653527256491,0.0968991597781652,Paid,4.289220611787676,1,1.0,0.7148701019646126,0.17853267636282455,,0.059510892120941516,False,False,True
516,6,2.5538126902704508,0.1713651506078364,Paid,5.799863509264837,0,1.0,0.9666439182108061,2.5538126902704508,,0.42563544837840844,False,True,True
517,6,4.555699992895642,0.2520823711972731,Social,2.2618347867320323,2,1.0,0.3769724644553387,1.5185666642985474,,0.7592833321492737,False,False,True
